"name","phone","website","address","rating","reviews","query","url","email"
"Pioneer Roofing Company",,"https://www.google.com/aclk?sa=L&ai=DChsSEwjqsPfL3riSAxUgjFAGHaLcOrsYACICCAEQBBoCZGc&co=1&ase=2&gclid=EAIaIQobChMI6rD3y964kgMVIIxQBh2i3Dq7EBAYASAAEgLfU_D_BwE&cid=CAASuwHkaGIo-EPd1OaP6ysT8ZC0CVC97-goeFaW8-9AMSqa9fsVSYHPLU3niGsXNHWcEG8JQI5mveMpT1FyFyO4jDc_8TB4P6AVc-yDxi-l3Eqf6OKFjvY3U9BNoB3_FqbZjcasvQlo06xPftU2tFqlXoZVNufJT-Uz0n1HMkh3iQLQNM_297Vlg1amRt1eCKXuu8WgP73DC-9tdnpoxzO6m6eRT6IRh90rrEXtJeIQPMz9IuEgQjDOGSnZpIsZ&cce=2&category=acrcp_v1_32&sig=AOD64_0jhNSGl5RX-9b0qKkUrGmSZrz3gg&adurl&q&ctype=99&nis=6",,"4.5","97","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Pioneer+Roofing+Company/data=!4m7!3m6!1s0x88d9b08f874a305f:0x57f2a99d34ed0788!8m2!3d26.019571!4d-80.148269!16s%2Fg%2F1tgwnhc3!19sChIJXzBKh4-w2YgRiAftNJ2p8lc?authuser=0&hl=en&rclk=1","pioneer@pioneerroofingcompany.com"
"GANDARA Construction",,"https://www.google.com/aclk?sa=L&ai=DChsSEwjqsPfL3riSAxUgjFAGHaLcOrsYACICCAEQARoCZGc&co=1&ase=2&gclid=EAIaIQobChMI6rD3y964kgMVIIxQBh2i3Dq7EBAYAiAAEgL0jvD_BwE&cid=CAASuwHkaGIo-EPd1OaP6ysT8ZC0CVC97-goeFaW8-9AMSqa9fsVSYHPLU3niGsXNHWcEG8JQI5mveMpT1FyFyO4jDc_8TB4P6AVc-yDxi-l3Eqf6OKFjvY3U9BNoB3_FqbZjcasvQlo06xPftU2tFqlXoZVNufJT-Uz0n1HMkh3iQLQNM_297Vlg1amRt1eCKXuu8WgP73DC-9tdnpoxzO6m6eRT6IRh90rrEXtJeIQPMz9IuEgQjDOGSnZpIsZ&cce=2&category=acrcp_v1_32&sig=AOD64_2TXXQc2bckcAsP1HS-Mhc_Jo-adQ&adurl&q&ctype=99&nis=6",,"5.0","28","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/GANDARA+Construction/data=!4m7!3m6!1s0x88d9a51f42dd1a05:0xe592642b82903805!8m2!3d25.908023!4d-80.32971!16s%2Fg%2F11jg62l491!19sChIJBRrdQh-l2YgRBTiQgitkkuU?authuser=0&hl=en&rclk=1","info@gandaraconstruction.com"
"MET Roofing",,,,"4.9","27","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/MET+Roofing/data=!4m7!3m6!1s0x88d9b143cc985f1f:0xa21df45b4f764539!8m2!3d25.8250082!4d-80.2029338!16s%2Fg%2F1tcysmpg!19sChIJH1-YzEOx2YgROUV2T1v0HaI?authuser=0&hl=en&rclk=1",
"Top Hat Roofing",,"https://tophatroofing.homes/",,"4.9","91","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Top+Hat+Roofing/data=!4m7!3m6!1s0x88d9b7a05a1f443f:0x33e3996daca9018c!8m2!3d25.7685047!4d-80.1938431!16s%2Fg%2F11y4q8_4d0!19sChIJP0QfWqC32YgRjAGprG2Z4zM?authuser=0&hl=en&rclk=1",
"A+ Roofing Contractors Miami",,,,"5.0","44","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/A%2B+Roofing+Contractors+Miami/data=!4m7!3m6!1s0x6ad4841337877051:0x22c8d44518b5424f!8m2!3d25.782414!4d-80.2253934!16s%2Fg%2F11t_rm__v2!19sChIJUXCHNxOE1GoRT0K1GEXUyCI?authuser=0&hl=en&rclk=1",
"Ultra Roof Repair Miami",,"https://ultraroofrepair.com/miami/",,"4.9","35","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Ultra+Roof+Repair+Miami/data=!4m7!3m6!1s0x88d9b7bd731e38a5:0x4529bb590908c197!8m2!3d25.7712953!4d-80.1897732!16s%2Fg%2F11w9_slbtz!19sChIJpTgec7232YgRl8EICVm7KUU?authuser=0&hl=en&rclk=1",
"Prestige Roof Construction",,"https://prestigeroofconstruction.site/",,"5.0","11","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Prestige+Roof+Construction/data=!4m7!3m6!1s0x88d9b7fb14be4ea7:0xfe5a21e28d2d7343!8m2!3d25.798058!4d-80.227244!16s%2Fg%2F11mlxr3w9l!19sChIJp06-FPu32YgRQ3MtjeIhWv4?authuser=0&hl=en&rclk=1","info@prestigeroofconstruction.site"
"Atlantic Roofing Miami",,"https://atlanticroofingmiami.homes/",,"4.9","41","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Atlantic+Roofing+Miami/data=!4m7!3m6!1s0x88d9b71d2baf7c81:0x437353a1d249ab22!8m2!3d25.763486!4d-80.238487!16s%2Fg%2F11y4r196ts!19sChIJgXyvKx232YgRIqtJ0qFTc0M?authuser=0&hl=en&rclk=1",
"Jireh Roofing Contractor USA, INC",,"https://www.jirehroofingcontractorusainc.com/",,"4.9","210","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Jireh+Roofing+Contractor+USA,+INC/data=!4m7!3m6!1s0x88d9af5f11acb661:0xa3d0cb62baf9e9aa!8m2!3d25.8829219!4d-80.2228977!16s%2Fg%2F11nssd7zv9!19sChIJYbasEV-v2YgRqun5umLL0KM?authuser=0&hl=en&rclk=1","office@jirehroofingcontractorusainc.com"
"Palma Roofing",,"https://palmaroofing.com/",,"4.9","64","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Palma+Roofing/data=!4m7!3m6!1s0x88d9b7b734379b07:0xc4a57a6bbb7b2ba9!8m2!3d25.8039678!4d-80.207104!16s%2Fg%2F11ss7bwg9w!19sChIJB5s3NLe32YgRqSt7u2t6pcQ?authuser=0&hl=en&rclk=1","info@palmaroofing.com"
"Ridge Roofing and Building LLC | Roofing Contractor | Roof Repair | EPDM and TPO | Asphalt Shingle | Miami FL",,"https://www.ridgeroofingandbuildingllc.com/index.php",,"5.0","15","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Ridge+Roofing+and+Building+LLC+%7C+Roofing+Contractor+%7C+Roof+Repair+%7C+EPDM+and+TPO+%7C+Asphalt+Shingle+%7C+Miami+FL/data=!4m7!3m6!1s0x88d9b10cff9c35c7:0x6c3e5402ffcb184f!8m2!3d25.8434528!4d-80.2125505!16s%2Fg%2F11vk2ls4y8!19sChIJxzWc_wyx2YgRTxjL_wJUPmw?authuser=0&hl=en&rclk=1",
"T&S Roofing Systems",,"https://www.tsroofingsystems.com/",,"4.8","1,123","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/T%26S+Roofing+Systems/data=!4m7!3m6!1s0x88d9b6ce1954b463:0x7bbc7eb57b20841!8m2!3d25.811203!4d-80.2389434!16s%2Fg%2F1tdp182c!19sChIJY7RUGc622YgRQQiyV-vHuwc?authuser=0&hl=en&rclk=1",
"Elite Roofing Company LLC",,"https://eliteroofingcompanymiami.com/?utm_source=google&utm_medium=organic",,"5.0","13","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Elite+Roofing+Company+LLC/data=!4m7!3m6!1s0x88d9b1bd7cc654ed:0x4ec6db747de24f4c!8m2!3d25.8076318!4d-80.2349532!16s%2Fg%2F11sm9xqwrr!19sChIJ7VTGfL2x2YgRTE_ifXTbxk4?authuser=0&hl=en&rclk=1","info@eliteroofingcompany.com"
"Orian Roofing And Construction",,"https://www.orianroofingmia.com/",,"5.0","63","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Orian+Roofing+And+Construction/data=!4m7!3m6!1s0x88d9b785d37eb2e5:0x5d0cc3c0f7de3774!8m2!3d25.7689535!4d-80.254069!16s%2Fg%2F11jt1h5cqt!19sChIJ5bJ-04W32YgRdDfe98DDDF0?authuser=0&hl=en&rclk=1",
"Emerald Roofing, Inc.",,"http://emeraldroofinginc.com/",,"4.9","52","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Emerald+Roofing,+Inc./data=!4m7!3m6!1s0x88d9b0c6fdc29877:0x868d62151cb30086!8m2!3d25.8230876!4d-80.2515641!16s%2Fg%2F1vgx1kfz!19sChIJd5jC_caw2YgRhgCzHBVijYY?authuser=0&hl=en&rclk=1",
"Roofing Royale",,"https://www.roofingroyalefl.com/",,"5.0","8","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Roofing+Royale/data=!4m7!3m6!1s0x88d9b6ec3b807a2b:0x10a394eb9799ae89!8m2!3d25.7742481!4d-80.2145194!16s%2Fg%2F11srgjcqmy!19sChIJK3qAO-y22YgRia6Zl-uUoxA?authuser=0&hl=en&rclk=1","roofingbyroyale1@gmail.com"
"Best Roofing Miami",,"https://www.bestroofing.net/",,"5.0","30","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Best+Roofing+Miami/data=!4m7!3m6!1s0x88d9b72ffaddc0bf:0xf1e7e08305aa5429!8m2!3d25.7962067!4d-80.2427432!16s%2Fg%2F11s5z8y49j!19sChIJv8Dd-i-32YgRKVSqBYPg5_E?authuser=0&hl=en&rclk=1","info@bestroofing.net"
"Roof Repair Miami by RRR Roofers",,"https://roofrepairmiamibyrrrroofers.com/areas-we-serve/downtown-33130",,"5.0","5","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Roof+Repair+Miami+by+RRR+Roofers/data=!4m7!3m6!1s0x88d9b705a938ee51:0xa92986b899446c7a!8m2!3d25.758813!4d-80.202796!16s%2Fg%2F11ms5kpgv7!19sChIJUe44qQW32YgRemxEmbiGKak?authuser=0&hl=en&rclk=1",
"MRT Construction",,"https://mrt.ai/",,"5.0","105","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/MRT+Construction/data=!4m7!3m6!1s0x88d9bd1d8c081687:0x42621f181dd177ed!8m2!3d25.833876!4d-80.2388966!16s%2Fg%2F11lt2zcsdf!19sChIJhxYIjB292YgR7XfRHRgfYkI?authuser=0&hl=en&rclk=1","admin@mrtconstruction.com"
"A-1 Commercial Roofing Contractor",,"https://www.a1roofingcontractors.com/",,"4.5","114","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/A-1+Commercial+Roofing+Contractor/data=!4m7!3m6!1s0x88d9ba33909e6d15:0x7514b9b9fd1cdb52!8m2!3d25.8127221!4d-80.3100596!16s%2Fg%2F1hc0sg98v!19sChIJFW2ekDO62YgRUtsc_bm5FHU?authuser=0&hl=en&rclk=1","info@1866roofing.com"
"PSR Roofing Company",,"https://psrroofingcompany.com/",,"5.0","125","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/PSR+Roofing+Company/data=!4m7!3m6!1s0xaf35174b8bd97223:0x69c254b093514092!8m2!3d26.3399926!4d-80.4301795!16s%2Fg%2F11mdcj035r!19sChIJI3LZi0sXNa8RkkBRk7BUwmk?authuser=0&hl=en&rclk=1",
"Citrus County Roofing.",,"https://citruscountyroofing.homes/",,"4.9","54","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Citrus+County+Roofing./data=!4m7!3m6!1s0x88d9b74f68ffdf45:0x77fbe5aecf34f307!8m2!3d25.7965967!4d-80.1964248!16s%2Fg%2F11y4r14344!19sChIJRd__aE-32YgRB_M0z67l-3c?authuser=0&hl=en&rclk=1",
"SunnyGold Roof Repair",,"https://sunnygoldroofrepair.com/areas-we-serve/brickell-33131",,"5.0","3","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/SunnyGold+Roof+Repair/data=!4m7!3m6!1s0x88d9b733a4bfbfc9:0x459f90a5eb9c18cf!8m2!3d25.7662211!4d-80.1889717!16s%2Fg%2F11ms5024nk!19sChIJyb-_pDO32YgRzxic66WQn0U?authuser=0&hl=en&rclk=1",
"Miami Roofing Company by Agenton",,"https://www.agentonroofingcompanymiami.com/?utm_source=google&utm_medium=organic",,"5.0","8","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Miami+Roofing+Company+by+Agenton/data=!4m7!3m6!1s0x88d9c71ee9b283d9:0xf139792e0a9ec52d!8m2!3d25.687216!4d-80.3199043!16s%2Fg%2F11rql4x35g!19sChIJ2YOy6R7H2YgRLcWeCi55OfE?authuser=0&hl=en&rclk=1","info@agentonroofingcompanymiami.com"
"Panhandle Premier Roofing",,"https://panhandlepremierroofing.homes/",,"4.8","66","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Panhandle+Premier+Roofing/data=!4m7!3m6!1s0x88d9b75a1a23ce89:0x3c3229a0d5c75212!8m2!3d25.7806364!4d-80.1940638!16s%2Fg%2F11vxmhn44d!19sChIJic4jGlq32YgRElLH1aApMjw?authuser=0&hl=en&rclk=1",
"Real Roofing Contractor Miami Inc",,"https://realroofingcontractormiami.com/?utm_source=google&utm_medium=organic",,"5.0","9","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Real+Roofing+Contractor+Miami+Inc/data=!4m7!3m6!1s0x88d9b7b678c47895:0xb6531379c0f6a2aa!8m2!3d25.797268!4d-80.20464!16s%2Fg%2F11rvcv1bht!19sChIJlXjEeLa32YgRqqL2wHkTU7Y?authuser=0&hl=en&rclk=1",
"Florida Standard Roofing",,"http://www.floridastandardroofing.com/",,"4.7","25","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Florida+Standard+Roofing/data=!4m7!3m6!1s0x88d9b84d83645659:0x531b2ff6db0ac8e0!8m2!3d25.7616257!4d-80.3096181!16s%2Fg%2F11bwqbnc0v!19sChIJWVZkg0242YgR4MgK2_YvG1M?authuser=0&hl=en&rclk=1","dcrespo@floridastandardroofing.com"
"Bayfront Roofing",,,,"4.8","25","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Bayfront+Roofing/data=!4m7!3m6!1s0x88d9b76710bc7d8f:0x963b458a7e231d94!8m2!3d25.8033804!4d-80.2044232!16s%2Fg%2F11vxmj04rs!19sChIJj328EGe32YgRlB0jfopFO5Y?authuser=0&hl=en&rclk=1",
"Del Sol Roofing",,"https://delsolroofing.com/?utm_campaign=gmb",,"4.4","124","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Del+Sol+Roofing/data=!4m7!3m6!1s0x88d9bf6555555555:0x9c20d8c4218e5140!8m2!3d25.7857731!4d-80.320047!16s%2Fg%2F1v3gsq9m!19sChIJVVVVVWW_2YgRQFGOIcTYIJw?authuser=0&hl=en&rclk=1","dsr@delsolroofing.com"
"South Beach Roofing",,"https://southbeachroofing.homes/",,"4.8","38","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/South+Beach+Roofing/data=!4m7!3m6!1s0x88d9b9d5cd0e15dd:0xce04171c80ba121c!8m2!3d25.7255126!4d-80.312583!16s%2Fg%2F11y4r1d3_2!19sChIJ3RUOzdW52YgRHBK6gBwXBM4?authuser=0&hl=en&rclk=1",
"Guys Roofing Contractor Miami Crew",,"https://guysroofingcontractormiami.com/?utm_source=google&utm_medium=organic",,"5.0","6","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/Guys+Roofing+Contractor+Miami+Crew/data=!4m7!3m6!1s0x88d9b3c394ed6db5:0xf1844f2ea4bd8ec9!8m2!3d25.8909647!4d-80.1751833!16s%2Fg%2F11rqs4brr6!19sChIJtW3tlMOz2YgRyY69pC5PhPE?authuser=0&hl=en&rclk=1","info@guysroofingcontractormiami.com"
"KDM Roofing",,"http://www.payoli.net/",,"5.0","50","Roofing Contractor in Miami, FL","https://www.google.com/maps/place/KDM+Roofing/data=!4m7!3m6!1s0x4d337e22e451b49d:0xa63e2bb8855c8a89!8m2!3d25.8340339!4d-80.1995134!16s%2Fg%2F11l6qsm_q2!19sChIJnbRR5CJ-M00RiYpchbgrPqY?authuser=0&hl=en&rclk=1","info@payoli.net"
"Miami Construction & Plumbing Services, LLC",,"https://www.google.com/aclk?sa=L&ai=DChsSEwjxrbHX3riSAxXplFAGHce_BlEYACICCAEQABoCZGc&co=1&ase=2&gclid=EAIaIQobChMI8a2x1964kgMV6ZRQBh3HvwZREBAYASAAEgJnK_D_BwE&cid=CAASuwHkaI__JZqp3hDzhbZro1hflWFouo19KDH_91b_lbXnFQemt6me7UzyL9mitQItAAUWnnZ8m4Ya9_VCuS5ob4Osvw7zicIcR7YJrrqLAoD6Fkg3UQSD-Y3loIeR5iFxauvDpiOfKjw_MT27mmjI7G3kI8E9Un4NBZ8PCQ14lsIXOXyw9rcmFIffHguTpAKiJx_fntQhkTU41_RqqM7hWrOOkU1QJeDhct_vvorKXR1GxOW4R-Dff9c6D4l2&cce=2&category=acrcp_v1_32&sig=AOD64_0-GrRIf-1PZt_6rY1-PeUVFOhhqg&adurl&q&ctype=99&nis=6",,"","","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Miami+Construction+%26+Plumbing+Services,+LLC/data=!4m7!3m6!1s0x88d9b72c86c1e9af:0x89ddc63665e4a5f7!8m2!3d25.76575!4d-80.194829!16s%2Fg%2F11wbtny2tw!19sChIJr-nBhiy32YgR96XkZTbG3Yk?authuser=0&hl=en&rclk=1","info@constructionservicesfl.com"
"Sewer Solutions /Pipe lining /Septic",,"https://www.google.com/aclk?sa=L&ai=DChsSEwjxrbHX3riSAxXplFAGHce_BlEYACICCAEQARoCZGc&co=1&ase=2&gclid=EAIaIQobChMI8a2x1964kgMV6ZRQBh3HvwZREBAYAiAAEgLLmvD_BwE&cid=CAASuwHkaI__JZqp3hDzhbZro1hflWFouo19KDH_91b_lbXnFQemt6me7UzyL9mitQItAAUWnnZ8m4Ya9_VCuS5ob4Osvw7zicIcR7YJrrqLAoD6Fkg3UQSD-Y3loIeR5iFxauvDpiOfKjw_MT27mmjI7G3kI8E9Un4NBZ8PCQ14lsIXOXyw9rcmFIffHguTpAKiJx_fntQhkTU41_RqqM7hWrOOkU1QJeDhct_vvorKXR1GxOW4R-Dff9c6D4l2&cce=2&category=acrcp_v1_32&sig=AOD64_2CslUI4xoWokPVEd_XDQ8lGgv9pQ&adurl&q&ctype=99&nis=6",,"4.8","83","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Sewer+Solutions+%2FPipe+lining+%2FSeptic/data=!4m7!3m6!1s0x88d9b79752831e67:0xdc3c1460285f2250!8m2!3d25.761332!4d-80.193774!16s%2Fg%2F11ry342ptf!19sChIJZx6DUpe32YgRUCJfKGAUPNw?authuser=0&hl=en&rclk=1","sewersolutionsfl@gmail.com"
"Miami Beach Water Damage Restoration",,"https://freshhomerepairs.com/",,"5.0","34","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Miami+Beach+Water+Damage+Restoration/data=!4m7!3m6!1s0x88d9b525d31f4959:0x83c66930a0f50598!8m2!3d25.790296!4d-80.1374502!16s%2Fg%2F11mrwz6khf!19sChIJWUkf0yW12YgRmAX1oDBpxoM?authuser=0&hl=en&rclk=1",
"Water Mold Fire Restoration of Miami",,"https://watermoldfire.net/miami-fl",,"5.0","114","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Water+Mold+Fire+Restoration+of+Miami/data=!4m7!3m6!1s0x88d9bf157b37d9bb:0x15a28cd722283290!8m2!3d25.5584269!4d-80.468195!16s%2Fg%2F1hdywdjh_!19sChIJu9k3exW_2YgRkDIoIteMohU?authuser=0&hl=en&rclk=1","miami@watermoldfire.net"
"SERVPRO of South Miami",,"https://www.servpro.com/locations/fl/servpro-of-south-miami?utm_medium=organic&utm_source=gbp",,"4.9","97","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/SERVPRO+of+South+Miami/data=!4m7!3m6!1s0x88d9c19d75f85dc1:0x79ebc7da70aa3e89!8m2!3d25.7312315!4d-80.2367929!16s%2Fg%2F1thhl9r6!19sChIJwV34dZ3B2YgRiT6qcNrH63k?authuser=0&hl=en&rclk=1",
"Revive",,"https://www.revivewaterdamagerestoration.com/miami-fl/",,"4.9","126","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Revive/data=!4m7!3m6!1s0x88d9b7f57d262d2f:0xbbe3413686507a93!8m2!3d25.7649598!4d-80.1914436!16s%2Fg%2F11jzxzt4w9!19sChIJLy0mffW32YgRk3pQhjZB47s?authuser=0&hl=en&rclk=1","miami@revivewaterdamagerestoration.com"
"Restoration Doctor Water Removal of Miami",,"https://www.restorationdoctorfl.com/",,"5.0","550","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Restoration+Doctor+Water+Removal+of+Miami/data=!4m7!3m6!1s0x88d9b77c93edddfb:0x154166e83dc6352a!8m2!3d25.7619992!4d-80.1923449!16s%2Fg%2F11y1rx5nqn!19sChIJ-93tk3y32YgRKjXGPehmQRU?authuser=0&hl=en&rclk=1","info@restorationdoctorfl.com"
"SERVPRO of Brickell",,"https://www.servpro.com/locations/fl/servpro-of-brickell?utm_medium=organic&utm_source=gbp",,"4.6","21","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/SERVPRO+of+Brickell/data=!4m7!3m6!1s0x88d9b79800dd4987:0x9900967a747c4d9b!8m2!3d25.8125374!4d-80.2573386!16s%2Fg%2F1v2yznv4!19sChIJh0ndAJi32YgRm018dHqWAJk?authuser=0&hl=en&rclk=1",
"Eco Water Restoration",,"http://www.ecowaterrestoration.com/",,"4.9","60","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Eco+Water+Restoration/data=!4m7!3m6!1s0x88d9b902d888a593:0x8021b323474862c1!8m2!3d25.7691638!4d-80.3315162!16s%2Fg%2F11bwnd6kqv!19sChIJk6WI2AK52YgRwWJIRyOzIYA?authuser=0&hl=en&rclk=1","info@ecowaterrestoration.com"
"The Water Restoration Group - Property Damage Restoration Service",,"http://wrgfla.com/",,"4.4","53","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/The+Water+Restoration+Group+-+Property+Damage+Restoration+Service/data=!4m7!3m6!1s0x88d9b199cb6bdbdf:0x65959429d8b9130!8m2!3d25.8621668!4d-80.2070763!16s%2Fg%2F11ckvvr82z!19sChIJ39try5mx2YgRMJGLnUJZWQY?authuser=0&hl=en&rclk=1",
"Total Water Damage Restoration Miami FL",,,,"5.0","28","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/Total+Water+Damage+Restoration+Miami+FL/data=!4m7!3m6!1s0x88d9b725f992b241:0x8a63d5758a88d6c2!8m2!3d25.7657474!4d-80.2132046!16s%2Fg%2F11v0m61r30!19sChIJQbKS-SW32YgRwtaIinXVY4o?authuser=0&hl=en&rclk=1",
"The Mold Avengers | Restoration Company Florida",,"http://www.themoldavengers.com/",,"4.9","88","Water Damage Restoration in Miami, FL","https://www.google.com/maps/place/The+Mold+Avengers+%7C+Restoration+Company+Florida/data=!4m7!3m6!1s0x88d9c1917464ed01:0x8ef0b2b9f14f3025!8m2!3d25.7740121!4d-80.1949204!16s%2Fg%2F11lrp6d6pj!19sChIJAe1kdJHB2YgRJTBP8bmy8I4?authuser=0&hl=en&rclk=1","Dream Med Spa","+1 714-417-9550","https://dreammedspaoc.creatorlink.net/","2530 Bryan Ave B, Tustin, CA 92782, United States","","","MedSpa in Orange County, CA","https://www.google.com/maps/place/Dream+Med+Spa/@33.8102304,-118.1389101,11z/data=!4m10!1m2!2m1!1sMedSpa+in+Orange+County,+CA!3m6!1s0x80dcdb84e6bb1915:0x6d2628be3120b096!8m2!3d33.7299433!4d-117.7972996!15sChtNZWRTcGEgaW4gT3JhbmdlIENvdW50eSwgQ0FaHCIabWVkc3BhIGluIG9yYW5nZSBjb3VudHkgY2GSAQttZWRpY2FsX3NwYZoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQycGFUMUpIVG5KaFIyaFZXREJzVlZZeVNrUmFhM1JvVFVoQ2NWcHJSUkFC4AEA-gEFCOgBEEI!16s%2Fg%2F11qr75ywcm?entry=ttu&g_ep=EgoyMDI2MDEyOC4wIKXMDSoASAFQAw%3D%3D","dreammedspaoc@gmail.com"
"The Injury Firm, APC Accident Attorneys Orange County","+1 949-775-3822","https://injuryfirmlaw.com/irvine-personal-injury-lawyers/","101 Pacifica #220, Irvine, CA 92618, United States","","","Personal Injury Attorney in Orange County, CA","https://www.google.com/maps/place/Jacoby+%26+Meyers+Accident+%26+Injury+Lawyers+-+Orange/@33.694295,-118.1420421,11z/data=!4m10!1m2!2m1!1sPersonal+Injury+Attorney+in+Orange+County,+CA!3m6!1s0x80dcd7411301db63:0x4853c379ab95e6ef!8m2!3d33.7956153!4d-117.8898384!15sCi1QZXJzb25hbCBJbmp1cnkgQXR0b3JuZXkgaW4gT3JhbmdlIENvdW50eSwgQ0FaLiIscGVyc29uYWwgaW5qdXJ5IGF0dG9ybmV5IGluIG9yYW5nZSBjb3VudHkgY2GSARZwZXJzb25hbF9pbmp1cnlfbGF3eWVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF6WjBwMVNYRm5SUkFC4AEA-gEFCIEBEDs!16s%2Fg%2F11vlw_x05g?entry=ttu&g_ep=EgoyMDI2MDEyOC4wIKXMDSoASAFQAw%3D%3D","info@injuryfirmlaw.com"
"Text Kevin Accident Attorneys","+1 657-214-4754","https://crockettlawgroup.com/anaheim/car-accident-attorney/?utm_campaign=gmb","617 S Harbor Blvd Unit A, Anaheim, CA 92805, United States","","","Personal Injury Attorney in Orange County, CA","https://www.google.com/maps/place/Law+Offices+of+Frank+P.+Barbaro,+APC/@33.694295,-118.1420421,11z/data=!4m9!1m2!2m1!1sPersonal+Injury+Attorney+in+Orange+County,+CA!3m5!1s0x80dcd9aed41fdc57:0xf21b3686fe64a2f2!8m2!3d33.7548108!4d-117.8694051!16s%2Fg%2F125_yxnft?entry=ttu&g_ep=EgoyMDI2MDEyOC4wIKXMDSoASAFQAw%3D%3D","info@crockettlawgroup.com"
"Karns & Karns Personal Injury and Accident Attorneys","+1 949-799-1080","https://www.karnsandkarns.com/locations/santa-ana/","2112 E 4th St #111, Santa Ana, CA 92705, United States","","","Personal Injury Attorney in Orange County, CA","https://www.google.com/maps/place/Text+Kevin+Accident+Attorneys/@33.694295,-118.1420421,11z/data=!4m10!1m2!2m1!1sPersonal+Injury+Attorney+in+Orange+County,+CA!3m6!1s0x80dcd7187b0ce39d:0xc7cc0a20bbd9ee05!8m2!3d33.8269774!4d-117.9174664!15sCi1QZXJzb25hbCBJbmp1cnkgQXR0b3JuZXkgaW4gT3JhbmdlIENvdW50eSwgQ0FaLiIscGVyc29uYWwgaW5qdXJ5IGF0dG9ybmV5IGluIG9yYW5nZSBjb3VudHkgY2GSARZwZXJzb25hbF9pbmp1cnlfbGF3eWVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5VZGpaSVEySjNFQUXgAQD6AQQIABAz!16s%2Fg%2F11lcq6qnbc?entry=ttu&g_ep=EgoyMDI2MDEyOC4wIKXMDSoASAFQAw%3D%3D","kkintake@karnsandkarns.com"
